Tanggal,Bahan_pangan,Daerah,Harga_lag_1,Harga_lag_7,Harga_lag_30,Google_trends,Harga,MYRUSD,THBUSD,USDIDR,SGDIDR
2024-12-09,Beras Medium,DKI Jakarta,0,0,0,44,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Gorontalo,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Jambi,0,0,0,36,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Jawa Barat,0,0,0,46,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Jawa Tengah,0,0,0,54,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Jawa Timur,0,0,0,54,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Kalimantan Barat,0,0,0,53,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Kalimantan Selatan,0,0,0,46,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Kalimantan Tengah,0,0,0,32,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Kalimantan Timur,0,0,0,29,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Kalimantan Utara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Kepulauan Bangka Belitung,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Kepulauan Riau,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Lampung,0,0,0,30,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Maluku Utara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Maluku,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Nusa Tenggara Barat,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Nusa Tenggara Timur,0,0,0,36,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Papua Barat,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Papua,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Riau,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Sulawesi Barat,0,0,0,44,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Sulawesi Selatan,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Sulawesi Tengah,0,0,0,36,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Sulawesi Tenggara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Sulawesi Utara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Sumatera Barat,0,0,0,31,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Sumatera Selatan,0,0,0,48,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Medium,Sumatera Utara,0,0,0,48,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Aceh,0,0,0,33,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Bali,0,0,0,41,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Banten,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Bengkulu,0,0,0,44,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,DI Yogyakarta,0,0,0,43,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,DKI Jakarta,0,0,0,42,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Gorontalo,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Jambi,0,0,0,36,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Jawa Barat,0,0,0,44,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Jawa Tengah,0,0,0,52,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Jawa Timur,0,0,0,52,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Kalimantan Barat,0,0,0,51,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Kalimantan Selatan,0,0,0,45,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Kalimantan Tengah,0,0,0,32,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Kalimantan Timur,0,0,0,29,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Kalimantan Utara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Kepulauan Bangka Belitung,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Kepulauan Riau,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Lampung,0,0,0,30,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Maluku Utara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Maluku,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Nusa Tenggara Barat,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Nusa Tenggara Timur,0,0,0,36,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Papua Barat,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Papua,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Riau,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Sulawesi Barat,0,0,0,44,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Sulawesi Selatan,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Sulawesi Tengah,0,0,0,35,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Sulawesi Tenggara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Sulawesi Utara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Sumatera Barat,0,0,0,31,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Sumatera Selatan,0,0,0,49,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Beras Premium,Sumatera Utara,0,0,0,49,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Aceh,0,0,0,33,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Bali,0,0,0,41,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Banten,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Bengkulu,0,0,0,44,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,DI Yogyakarta,0,0,0,43,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,DKI Jakarta,0,0,0,42,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Gorontalo,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Jambi,0,0,0,36,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Jawa Barat,0,0,0,44,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Jawa Tengah,0,0,0,52,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Jawa Timur,0,0,0,52,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Kalimantan Barat,0,0,0,51,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Kalimantan Selatan,0,0,0,45,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Kalimantan Tengah,0,0,0,32,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Kalimantan Timur,0,0,0,29,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Kalimantan Utara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Kepulauan Bangka Belitung,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Kepulauan Riau,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Lampung,0,0,0,30,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Maluku Utara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Maluku,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Nusa Tenggara Barat,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Nusa Tenggara Timur,0,0,0,36,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Papua Barat,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Papua,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Riau,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Sulawesi Barat,0,0,0,44,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Sulawesi Selatan,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Sulawesi Tengah,0,0,0,35,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Sulawesi Tenggara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Sulawesi Utara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Sumatera Barat,0,0,0,31,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Sumatera Selatan,0,0,0,49,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Merah Keriting,Sumatera Utara,0,0,0,49,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Aceh,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Bali,0,0,0,41,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Banten,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Bengkulu,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,DI Yogyakarta,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,DKI Jakarta,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Gorontalo,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Jambi,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Jawa Barat,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Jawa Tengah,0,0,0,41,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Jawa Timur,0,0,0,41,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Kalimantan Barat,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Kalimantan Selatan,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Kalimantan Tengah,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Kalimantan Timur,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Kalimantan Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Kepulauan Bangka Belitung,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Kepulauan Riau,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Lampung,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Maluku Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Maluku,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Nusa Tenggara Barat,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Nusa Tenggara Timur,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Papua Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Papua,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Riau,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Sulawesi Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Sulawesi Selatan,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Sulawesi Tengah,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Sulawesi Tenggara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Sulawesi Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Sumatera Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Sumatera Selatan,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Cabai Rawit Merah,Sumatera Utara,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Aceh,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Bali,0,0,0,41,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Banten,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Bengkulu,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,DI Yogyakarta,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,DKI Jakarta,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Gorontalo,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Jambi,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Jawa Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Jawa Tengah,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Jawa Timur,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Kalimantan Barat,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Kalimantan Selatan,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Kalimantan Tengah,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Kalimantan Timur,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Kalimantan Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Kepulauan Bangka Belitung,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Kepulauan Riau,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Lampung,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Maluku Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Maluku,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Nusa Tenggara Barat,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Nusa Tenggara Timur,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Papua Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Papua,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Riau,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Sulawesi Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Sulawesi Selatan,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Sulawesi Tengah,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Sulawesi Tenggara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Sulawesi Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Sumatera Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Sumatera Selatan,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Ayam Ras,Sumatera Utara,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Aceh,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Bali,0,0,0,41,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Banten,0,0,0,41,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Bengkulu,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,DI Yogyakarta,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,DKI Jakarta,0,0,0,41,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Gorontalo,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Jambi,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Jawa Barat,0,0,0,32,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Jawa Tengah,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Jawa Timur,0,0,0,40,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Kalimantan Barat,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Kalimantan Selatan,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Kalimantan Tengah,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Kalimantan Timur,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Kalimantan Utara,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Kepulauan Bangka Belitung,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Kepulauan Riau,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Lampung,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Maluku Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Maluku,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Nusa Tenggara Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Nusa Tenggara Timur,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Papua Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Papua,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Riau,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Sulawesi Barat,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Sulawesi Selatan,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Sulawesi Tengah,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Sulawesi Tenggara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Sulawesi Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Sumatera Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Sumatera Selatan,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Daging Sapi Murni,Sumatera Utara,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Aceh,0,0,0,36,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Bali,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Banten,0,0,0,9,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Bengkulu,0,0,0,36,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,DI Yogyakarta,0,0,0,20,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,DKI Jakarta,0,0,0,5,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Gorontalo,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Jambi,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Jawa Barat,0,0,0,2,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Jawa Tengah,0,0,0,3,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Jawa Timur,0,0,0,3,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Kalimantan Barat,0,0,0,3,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Kalimantan Selatan,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Kalimantan Tengah,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Kalimantan Timur,0,0,0,35,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Kalimantan Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Kepulauan Bangka Belitung,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Kepulauan Riau,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Lampung,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Maluku Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Maluku,0,0,0,35,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Nusa Tenggara Barat,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Nusa Tenggara Timur,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Papua Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Papua,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Riau,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Sulawesi Barat,0,0,0,36,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Sulawesi Selatan,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Sulawesi Tengah,0,0,0,35,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Sulawesi Tenggara,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Sulawesi Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Sumatera Barat,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Sumatera Selatan,0,0,0,34,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Gula Konsumsi,Sumatera Utara,0,0,0,34,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Aceh,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Bali,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Banten,0,0,0,8,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Bengkulu,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,DI Yogyakarta,0,0,0,33,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,DKI Jakarta,0,0,0,4,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Gorontalo,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Jambi,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Jawa Barat,0,0,0,3,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Jawa Tengah,0,0,0,5,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Jawa Timur,0,0,0,5,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Kalimantan Barat,0,0,0,4,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Kalimantan Selatan,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Kalimantan Tengah,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Kalimantan Timur,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Kalimantan Utara,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Kepulauan Bangka Belitung,0,0,0,39,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Kepulauan Riau,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Lampung,0,0,0,37,0,3295.0,419.0,15651.0,3295.0
2024-12-09,Minyak Goreng Curah,Maluku Utara,0,0,0,38,0,3295.0,419.0,15651.0,3295.0
